['gram-2', 'gram-3', 'gram-4', 'noise']
[0.6760361280984168, 0.35212202385784097, 0.16521774007276943, 0.09597930734549075, 'real']
[0.5890001147423545, 0.2506069292502095, 0.11379347370190966, 0.07015539543428712, 'swap']
[0.6505285953394475, 0.31038903123999567, 0.1475031190865054, 0.08711320089596591, 'reverse']
[0.6416200885763736, 0.31903529736439423, 0.14837294048846908, 0.08559283214486214, 'misword']
[0.6544385183375094, 0.3188936126807004, 0.15176091162192057, 0.09315386795664087, 'wtense']
[0.6624970843972998, 0.34289990916007224, 0.16294059290168825, 0.0945236767786941, 'noun']
[0.6364115619675952, 0.3024430234566233, 0.13890558546756113, 0.0832004944246887, 'verb']
[0.6621875581688731, 0.33390254289091664, 0.1488376019186157, 0.08383047357955896, 'crossover']
[0.619587812639301, 0.3103153609359469, 0.14397243548091887, 0.08391374474495791, 'typo']
